"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A completely malformed Authorization header should be rejected.","29","test_malformed_auth_header_returns_401","tests","2026-08-23","passed","2026-08-23","TestAuthentication","test_auth","",""
"Unauthorized responses include a documentation_url for debugging.","30","test_401_response_has_documentation_url","tests","2026-08-23","passed","2026-08-23","TestAuthentication","test_auth","",""
"Creating a repo with the same name as an existing one returns 422.","1008","test_create_duplicate_repo_returns_422","tests","2026-08-23","passed","2026-08-23","TestRepositories","test_repositories","",""
"Setting per_page limits the number of repos returned.","133","test_repos_pagination_per_page","tests","2026-08-23","passed","2026-08-23","TestRepositories","test_repositories","",""
"DELETE /repos/:owner/:repo returns 204 No Content.

        Creates its own repository rather than taking the shared `test_repo`
        fixture, because it destroys what it is given.

        The creation is asserted before the deletion is attempted. It was not,
        and when the account was being throttled the create silently returned
        403, the delete then correctly reported 404 for a repository that had
        never existed, and the failure read `assert 404 == 204` - which points
        at DELETE, the one call in this test that was working.
        ","2970","test_delete_repo_returns_204","tests","2026-08-23","passed","2026-08-23","TestRepositories","test_repositories","",""
"","0","test_ordinary_statuses_are_not_rate_limits[201]","tests","2026-08-23","passed","2026-08-23","TestRateLimitDetection","test_rate_limiting","",""
"GET /user returns 200 for an authenticated user.","81","test_get_authenticated_user_returns_200","tests","2026-08-23","passed","2026-08-23","TestUsers","test_users","",""
"Responses should return application/json content type.","261","test_response_content_type_is_json","tests","2026-08-23","passed","2026-08-23","TestRepositories","test_repositories","",""
"GET /repos/:owner/:repo/issues/99999 returns 404.","50","test_get_nonexistent_issue_returns_404","tests","2026-08-23","passed","2026-08-23","TestIssues","test_issues","",""
"GET /users/:username/followers returns a list.","49","test_list_user_followers","tests","2026-08-23","passed","2026-08-23","TestUsers","test_users","",""
"GET /repos/:owner/:repo with bogus names returns 404.","45","test_get_nonexistent_repo_returns_404","tests","2026-08-23","passed","2026-08-23","TestRepositories","test_repositories","",""
"A request with a garbage token should be rejected.","32","test_invalid_token_returns_401","tests","2026-08-23","passed","2026-08-23","TestAuthentication","test_auth","",""
"When results are paginated, the response includes a Link header.","130","test_repos_pagination_link_header","tests","2026-08-23","passed","2026-08-23","TestRepositories","test_repositories","",""
"POST /repos/bad-user/bad-repo/issues returns 404.","923","test_create_issue_on_nonexistent_repo_returns_404","tests","2026-08-23","passed","2026-08-23","TestIssues","test_issues","",""
"PATCH /repos/:owner/:repo/issues/:number can update the title.","1156","test_update_issue_title","tests","2026-08-23","passed","2026-08-23","TestIssues","test_issues","",""
"Every authenticated response should include rate-limit headers.","316","test_response_includes_rate_limit_headers","tests","2026-08-23","passed","2026-08-23","TestRepositories","test_repositories","",""
"GET /user without any credentials returns 401.","54","test_no_auth_returns_401_for_private_endpoint","tests","2026-08-23","passed","2026-08-23","TestAuthentication","test_auth","",""
"GET /users/:username with a bogus username returns 404.","37","test_get_nonexistent_user_returns_404","tests","2026-08-23","passed","2026-08-23","TestUsers","test_users","",""
"GET /user response matches the user JSON schema.","138","test_authenticated_user_response_schema","tests","2026-08-23","passed","2026-08-23","TestUsers","test_users","",""
"Public endpoints like /zen work without auth.","99","test_unauthenticated_public_endpoint_returns_200","tests","2026-08-23","passed","2026-08-23","TestAuthentication","test_auth","",""
"POST /user/repos without a name field returns 422.","788","test_create_repo_without_name_returns_422","tests","2026-08-23","passed","2026-08-23","TestRepositories","test_repositories","",""
"","1","test_retry_after_header_is_honoured","tests","2026-08-23","passed","2026-08-23","TestRetryBehaviour","test_rate_limiting","",""
"PATCH /repos/:owner/:repo successfully updates the description.","297","test_update_repo_description","tests","2026-08-23","passed","2026-08-23","TestRepositories","test_repositories","",""
"GET /users/:username also matches the user JSON schema.","79","test_public_user_response_schema","tests","2026-08-23","passed","2026-08-23","TestUsers","test_users","",""
"PATCH /user accepts a write and echoes the stored value back.

        This deliberately writes the bio back to whatever it already is, rather
        than setting a test string and restoring it afterwards.

        The earlier version set the bio to ""Updated bio from automated test"" and
        restored it on the next line. That is safe right up until the process is
        killed between those two calls - a cancelled workflow, a runner timeout,
        a rate limit - and then a real, public GitHub profile is left advertising
        that it is being written to by a test suite. On a nightly schedule that
        is several chances a week to leave it that way.

        Writing the current value back is idempotent: it exercises the same
        endpoint, the same auth, the same status code and the same response
        shape, and there is no window in which the account is in a state anyone
        has to clean up. Please do not ""improve"" this back into a mutation.
        ","430","test_patch_authenticated_user_is_accepted","tests","2026-08-23","passed","2026-08-23","TestUsers","test_users","",""
"","0","test_retry_after_header_is_detected","tests","2026-08-23","passed","2026-08-23","TestRateLimitDetection","test_rate_limiting","",""
"","0","test_ordinary_statuses_are_not_rate_limits[200]","tests","2026-08-23","passed","2026-08-23","TestRateLimitDetection","test_rate_limiting","",""
"POST /repos/:owner/:repo/issues without a title returns 422.","519","test_create_issue_without_title_returns_422","tests","2026-08-23","passed","2026-08-23","TestIssues","test_issues","",""
"Even unauthenticated requests include rate-limit headers.","29","test_rate_limit_headers_on_unauthenticated_request","tests","2026-08-23","passed","2026-08-23","TestAuthentication","test_auth","",""
"Unauthorized responses include a human-readable message.","30","test_401_response_has_message","tests","2026-08-23","passed","2026-08-23","TestAuthentication","test_auth","",""
"GET /users/:username/following returns a list.","63","test_list_user_following","tests","2026-08-23","passed","2026-08-23","TestUsers","test_users","",""
