"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"PATCH /user accepts a write and echoes the stored value back.

        This deliberately writes the bio back to whatever it already is, rather
        than setting a test string and restoring it afterwards.

        The earlier version set the bio to ""Updated bio from automated test"" and
        restored it on the next line. That is safe right up until the process is
        killed between those two calls - a cancelled workflow, a runner timeout,
        a rate limit - and then a real, public GitHub profile is left advertising
        that it is being written to by a test suite. On a nightly schedule that
        is several chances a week to leave it that way.

        Writing the current value back is idempotent: it exercises the same
        endpoint, the same auth, the same status code and the same response
        shape, and there is no window in which the account is in a state anyone
        has to clean up. Please do not ""improve"" this back into a mutation.
        ","564","test_patch_authenticated_user_is_accepted","tests","2026-09-03","passed","2026-09-03","TestUsers","test_users","",""
"Even unauthenticated requests include rate-limit headers.","29","test_rate_limit_headers_on_unauthenticated_request","tests","2026-09-03","passed","2026-09-03","TestAuthentication","test_auth","",""
"GET /repos/:owner/:repo matches the repository JSON schema.","167","test_get_repo_response_schema","tests","2026-09-03","passed","2026-09-03","TestRepositories","test_repositories","",""
"","0","test_throttled_request_is_retried_until_it_succeeds","tests","2026-09-03","passed","2026-09-03","TestRetryBehaviour","test_rate_limiting","",""
"GET /users/:username also matches the user JSON schema.","122","test_public_user_response_schema","tests","2026-09-03","passed","2026-09-03","TestUsers","test_users","",""
"GET /users/:username/followers returns a list.","95","test_list_user_followers","tests","2026-09-03","passed","2026-09-03","TestUsers","test_users","",""
"Creating a repo with the same name as an existing one returns 422.","1009","test_create_duplicate_repo_returns_422","tests","2026-09-03","passed","2026-09-03","TestRepositories","test_repositories","",""
"A completely malformed Authorization header should be rejected.","31","test_malformed_auth_header_returns_401","tests","2026-09-03","passed","2026-09-03","TestAuthentication","test_auth","",""
"GET /user/repos returns a list for authenticated users.","798","test_get_authenticated_user_repos","tests","2026-09-03","passed","2026-09-03","TestRepositories","test_repositories","",""
"Every authenticated response should include rate-limit headers.","401","test_response_includes_rate_limit_headers","tests","2026-09-03","passed","2026-09-03","TestRepositories","test_repositories","",""
"
        The one that matters. GitHub uses 403 for ""too fast"" and for ""not
        allowed"", and this suite asserts on the second kind.
        ","1","test_plain_403_is_not_a_rate_limit","tests","2026-09-03","passed","2026-09-03","TestRateLimitDetection","test_rate_limiting","",""
"Responses should return application/json content type.","316","test_response_content_type_is_json","tests","2026-09-03","passed","2026-09-03","TestRepositories","test_repositories","",""
"When results are paginated, the response includes a Link header.","162","test_repos_pagination_link_header","tests","2026-09-03","passed","2026-09-03","TestRepositories","test_repositories","",""
"","0","test_ordinary_statuses_are_not_rate_limits[422]","tests","2026-09-03","passed","2026-09-03","TestRateLimitDetection","test_rate_limiting","",""
"","0","test_ordinary_statuses_are_not_rate_limits[204]","tests","2026-09-03","passed","2026-09-03","TestRateLimitDetection","test_rate_limiting","",""
"","0","test_retry_after_header_is_honoured","tests","2026-09-03","passed","2026-09-03","TestRetryBehaviour","test_rate_limiting","",""
"POST /repos/:owner/:repo/issues/:number/comments adds a comment.","1146","test_add_comment_to_issue","tests","2026-09-03","passed","2026-09-03","TestIssues","test_issues","",""
