"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A request with a garbage token should be rejected.","173","test_invalid_token_returns_401","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"GET /repos/:owner/:repo/issues?state=closed returns only closed issues.","169","test_list_issues_filter_by_state","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"404 responses include a message field in the body.","97","test_nonexistent_user_response_has_message","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"GET /repos/:owner/:repo matches the repository JSON schema.","208","test_get_repo_response_schema","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"Responses should return application/json content type.","343","test_response_content_type_is_json","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"Repo creation fixture should have produced a valid repo name.","0","test_create_repo_returns_201","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"Even unauthenticated requests include rate-limit headers.","185","test_rate_limit_headers_on_unauthenticated_request","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"GET /user response matches the user JSON schema.","134","test_authenticated_user_response_schema","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"POST /user/repos without a name field returns 422.","131","test_create_repo_without_name_returns_422","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"GET /users/:username/following returns a list.","112","test_list_user_following","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"PATCH /repos/:owner/:repo/issues/:number can close an issue.","679","test_close_issue","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"POST /repos/:owner/:repo/issues/:number/labels adds labels.","820","test_add_label_to_issue","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"GET /repos/:owner/:repo/issues/99999 returns 404.","126","test_get_nonexistent_issue_returns_404","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"PATCH /user can update the user's bio.","734","test_update_authenticated_user_bio","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"A completely malformed Authorization header should be rejected.","171","test_malformed_auth_header_returns_401","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"GET /users/:username/followers returns a list.","108","test_list_user_followers","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"The authenticated user payload must contain a login field.","0","test_authenticated_user_has_login","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"GET /users/:username also matches the user JSON schema.","131","test_public_user_response_schema","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"When results are paginated, the response includes a Link header.","170","test_repos_pagination_link_header","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"PATCH /repos/:owner/:repo successfully updates the description.","303","test_update_repo_description","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"POST /repos/bad-user/bad-repo/issues returns 404.","98","test_create_issue_on_nonexistent_repo_returns_404","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"PATCH /repos/:owner/:repo/issues/:number can update the title.","495","test_update_issue_title","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"GET /repos/:owner/:repo/issues/:number matches the issue JSON schema.","178","test_get_issue_response_schema","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"POST /repos/:owner/:repo/issues without a title returns 422.","162","test_create_issue_without_title_returns_422","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"Creating a repo with the same name as an existing one returns 422.","149","test_create_duplicate_repo_returns_422","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"Setting per_page limits the number of repos returned.","177","test_repos_pagination_per_page","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"GET /users/:username/repos returns a list.","218","test_list_user_repos","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"Unauthorized responses include a documentation_url for debugging.","182","test_401_response_has_documentation_url","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"POST /repos/:owner/:repo/issues/:number/comments adds a comment.","416","test_add_comment_to_issue","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"The test_issue fixture should have created an issue successfully.","0","test_create_issue_returns_201","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"GET /users/:username returns the same user info.","135","test_get_user_by_username","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"Sanity check — a valid token should succeed.","274","test_valid_token_returns_200","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"GET /users/:username with a bogus username returns 404.","92","test_get_nonexistent_user_returns_404","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"Unauthorized responses include a human-readable message.","173","test_401_response_has_message","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"GET /repos/:owner/:repo with bogus names returns 404.","106","test_get_nonexistent_repo_returns_404","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"DELETE /repos/:owner/:repo returns 204 No Content.","2228","test_delete_repo_returns_204","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"GET /user without any credentials returns 401.","198","test_no_auth_returns_401_for_private_endpoint","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"GET /user returns 200 for an authenticated user.","138","test_get_authenticated_user_returns_200","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"GET /user/repos returns a list for authenticated users.","466","test_get_authenticated_user_repos","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"Every authenticated response should include rate-limit headers.","377","test_response_includes_rate_limit_headers","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"Public endpoints like /zen work without auth.","243","test_unauthenticated_public_endpoint_returns_200","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
