"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"PATCH /repos/:owner/:repo successfully updates the description.","161","test_update_repo_description","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"Sanity check — a valid token should succeed.","145","test_valid_token_returns_200","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"GET /repos/:owner/:repo matches the repository JSON schema.","114","test_get_repo_response_schema","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"GET /repos/:owner/:repo/issues?state=closed returns only closed issues.","106","test_list_issues_filter_by_state","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"Unauthorized responses include a human-readable message.","30","test_401_response_has_message","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"Setting per_page limits the number of repos returned.","150","test_repos_pagination_per_page","tests","2026-05-30","passed","2026-05-30","TestRepositories","test_repositories","",""
"POST /repos/:owner/:repo/issues/:number/labels adds labels.","606","test_add_label_to_issue","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"A request with a garbage token should be rejected.","31","test_invalid_token_returns_401","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"404 responses include a message field in the body.","40","test_nonexistent_user_response_has_message","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"Unauthorized responses include a documentation_url for debugging.","30","test_401_response_has_documentation_url","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"GET /users/:username/followers returns a list.","58","test_list_user_followers","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
"PATCH /repos/:owner/:repo/issues/:number can update the title.","337","test_update_issue_title","tests","2026-05-30","passed","2026-05-30","TestIssues","test_issues","",""
"GET /user without any credentials returns 401.","52","test_no_auth_returns_401_for_private_endpoint","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"Even unauthenticated requests include rate-limit headers.","31","test_rate_limit_headers_on_unauthenticated_request","tests","2026-05-30","passed","2026-05-30","TestAuthentication","test_auth","",""
"GET /users/:username with a bogus username returns 404.","46","test_get_nonexistent_user_returns_404","tests","2026-05-30","passed","2026-05-30","TestUsers","test_users","",""
