"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Unauthorized responses include a documentation_url for debugging.","74","test_401_response_has_documentation_url","tests","2026-08-08","passed","2026-08-08","TestAuthentication","test_auth","",""
"Even unauthenticated requests include rate-limit headers.","74","test_rate_limit_headers_on_unauthenticated_request","tests","2026-08-08","passed","2026-08-08","TestAuthentication","test_auth","",""
"GET /repos/:owner/:repo/issues?state=closed returns only closed issues.","0","test_list_issues_filter_by_state","tests","2026-08-08","failed","2026-08-08","TestIssues","test_issues","",""
"GET /users/:username/following returns a list.","86","test_list_user_following","tests","2026-08-08","passed","2026-08-08","TestUsers","test_users","",""
"Sanity check — a valid token should succeed.","162","test_valid_token_returns_200","tests","2026-08-08","passed","2026-08-08","TestAuthentication","test_auth","",""
"GET /user without any credentials returns 401.","108","test_no_auth_returns_401_for_private_endpoint","tests","2026-08-08","passed","2026-08-08","TestAuthentication","test_auth","",""
"GET /user/repos returns a list for authenticated users.","312","test_get_authenticated_user_repos","tests","2026-08-08","passed","2026-08-08","TestRepositories","test_repositories","",""
"Setting per_page limits the number of repos returned.","139","test_repos_pagination_per_page","tests","2026-08-08","passed","2026-08-08","TestRepositories","test_repositories","",""
"GET /repos/:owner/:repo matches the repository JSON schema.","0","test_get_repo_response_schema","tests","2026-08-08","failed","2026-08-08","TestRepositories","test_repositories","",""
"The authenticated user payload must contain a login field.","0","test_authenticated_user_has_login","tests","2026-08-08","passed","2026-08-08","TestUsers","test_users","",""
"POST /repos/:owner/:repo/issues/:number/labels adds labels.","0","test_add_label_to_issue","tests","2026-08-08","failed","2026-08-08","TestIssues","test_issues","",""
"404 responses include a message field in the body.","60","test_nonexistent_user_response_has_message","tests","2026-08-08","passed","2026-08-08","TestUsers","test_users","",""
"POST /user/repos without a name field returns 422.","98","test_create_repo_without_name_returns_422","tests","2026-08-08","failed","2026-08-08","TestRepositories","test_repositories","",""
"A request with a garbage token should be rejected.","80","test_invalid_token_returns_401","tests","2026-08-08","passed","2026-08-08","TestAuthentication","test_auth","",""
"GET /repos/:owner/:repo with bogus names returns 404.","80","test_get_nonexistent_repo_returns_404","tests","2026-08-08","passed","2026-08-08","TestRepositories","test_repositories","",""
"A completely malformed Authorization header should be rejected.","74","test_malformed_auth_header_returns_401","tests","2026-08-08","passed","2026-08-08","TestAuthentication","test_auth","",""
"GET /repos/:owner/:repo/issues/99999 returns 404.","0","test_get_nonexistent_issue_returns_404","tests","2026-08-08","failed","2026-08-08","TestIssues","test_issues","",""
"GET /repos/:owner/:repo/issues/:number matches the issue JSON schema.","139","test_get_issue_response_schema","tests","2026-08-08","passed","2026-08-08","TestIssues","test_issues","",""
"Every authenticated response should include rate-limit headers.","254","test_response_includes_rate_limit_headers","tests","2026-08-08","passed","2026-08-08","TestRepositories","test_repositories","",""
"POST /repos/:owner/:repo/issues/:number/comments adds a comment.","0","test_add_comment_to_issue","tests","2026-08-08","failed","2026-08-08","TestIssues","test_issues","",""
"When results are paginated, the response includes a Link header.","134","test_repos_pagination_link_header","tests","2026-08-08","passed","2026-08-08","TestRepositories","test_repositories","",""
"GET /users/:username also matches the user JSON schema.","101","test_public_user_response_schema","tests","2026-08-08","passed","2026-08-08","TestUsers","test_users","",""
"Repo creation fixture should have produced a valid repo name.","0","test_create_repo_returns_201","tests","2026-08-08","failed","2026-08-08","TestRepositories","test_repositories","",""
"Public endpoints like /zen work without auth.","167","test_unauthenticated_public_endpoint_returns_200","tests","2026-08-08","passed","2026-08-08","TestAuthentication","test_auth","",""
"GET /user response matches the user JSON schema.","98","test_authenticated_user_response_schema","tests","2026-08-08","passed","2026-08-08","TestUsers","test_users","",""
"Creating a repo with the same name as an existing one returns 422.","0","test_create_duplicate_repo_returns_422","tests","2026-08-08","failed","2026-08-08","TestRepositories","test_repositories","",""
"GET /users/:username/followers returns a list.","87","test_list_user_followers","tests","2026-08-08","passed","2026-08-08","TestUsers","test_users","",""
"GET /user returns 200 for an authenticated user.","99","test_get_authenticated_user_returns_200","tests","2026-08-08","passed","2026-08-08","TestUsers","test_users","",""
"GET /users/:username/repos returns a list.","192","test_list_user_repos","tests","2026-08-08","passed","2026-08-08","TestUsers","test_users","",""
